age,job,marital,education,default,balance,housing,loan,last_contact_duration,campaign_contacs,passed _days,previous_contacts ,previous_marketing_outcome,successful_marketing
50,blue-collar,married,secondary,no,887,no,no,287,1,,0,unknown,0
45,self-employed,married,secondary,no,3098,yes,no,159,2,,0,unknown,0
41,technician,married,tertiary,no,744,yes,no,125,1,,0,unknown,0
39,technician,married,secondary,no,130,no,no,202,2,,0,unknown,0
44,management,married,secondary,no,438,yes,no,37,3,303,1,failure,0
54,admin.,married,secondary,no,0,no,no,161,1,98,2,failure,1
49,management,married,tertiary,no,322,no,no,72,4,,0,unknown,0
34,blue-collar,single,secondary,no,186,no,no,342,1,,0,unknown,0
75,retired,divorced,tertiary,no,3810,yes,no,262,1,183,1,failure,1
42,management,married,tertiary,no,0,no,no,325,2,,0,unknown,0
53,blue-collar,married,secondary,no,4380,no,no,223,7,,0,unknown,0
49,management,divorced,tertiary,no,755,no,no,1212,4,,0,unknown,1
31,services,single,secondary,no,2070,no,no,319,2,,0,unknown,0
45,blue-collar,single,primary,no,999,no,no,182,2,,0,unknown,0
39,self-employed,married,secondary,no,167,yes,yes,330,1,,0,unknown,0
46,technician,married,secondary,no,1322,yes,yes,514,1,,0,unknown,0
42,admin.,divorced,secondary,no,1076,yes,no,213,1,,0,unknown,0
37,management,married,tertiary,no,502,yes,no,551,1,351,1,failure,0
26,technician,single,tertiary,no,1216,yes,no,472,2,,0,unknown,0
37,management,single,tertiary,no,876,yes,no,140,4,327,2,failure,0
36,services,single,secondary,no,342,yes,no,142,1,,0,unknown,0
29,blue-collar,single,primary,no,950,yes,no,135,3,,0,unknown,0
36,blue-collar,married,primary,no,973,yes,yes,293,1,,0,unknown,0
26,technician,married,tertiary,no,3825,yes,no,107,1,,0,unknown,0
32,blue-collar,married,secondary,no,2366,yes,no,127,2,,0,unknown,0
40,management,married,tertiary,no,542,yes,no,1816,1,,0,unknown,0
53,management,married,primary,no,995,no,no,200,3,,0,unknown,0
29,management,married,tertiary,no,20,yes,no,418,1,,0,unknown,0
34,technician,single,tertiary,no,228,yes,no,387,4,,0,unknown,0
43,blue-collar,married,secondary,no,130,no,no,156,1,337,3,failure,0
56,management,married,tertiary,no,217,no,yes,121,2,,0,unknown,0
55,entrepreneur,divorced,tertiary,no,0,no,no,108,2,,0,unknown,0
31,self-employed,married,tertiary,no,259,yes,no,47,1,,0,unknown,0
27,admin.,single,secondary,no,619,yes,no,16,5,322,4,other,0
36,management,married,secondary,no,644,yes,no,54,2,,0,unknown,0
44,management,married,tertiary,no,22,yes,no,265,2,,0,unknown,0
37,admin.,divorced,tertiary,no,4303,yes,no,168,1,,0,unknown,0
30,admin.,single,secondary,no,239,yes,no,115,3,,0,unknown,0
42,technician,single,secondary,no,275,no,no,31,8,,0,unknown,0
30,management,married,tertiary,no,1221,yes,no,279,4,,0,unknown,1
62,retired,married,secondary,no,816,no,no,28,2,,0,unknown,0
24,blue-collar,married,secondary,no,1222,yes,no,369,1,,0,unknown,0
31,technician,married,secondary,no,2363,yes,no,247,1,,0,unknown,0
66,retired,married,tertiary,no,2262,no,no,155,1,,0,unknown,0
47,admin.,married,secondary,no,2,no,no,89,1,,0,unknown,0
39,entrepreneur,married,tertiary,no,2,yes,no,180,1,,0,unknown,0
35,technician,married,secondary,no,4508,yes,no,854,1,,0,unknown,1
35,admin.,divorced,secondary,no,-402,yes,no,46,1,,0,unknown,0
27,technician,married,secondary,no,1577,yes,yes,266,2,,0,unknown,0
32,blue-collar,married,secondary,no,34,yes,no,321,2,,0,unknown,0
44,management,married,tertiary,no,795,no,no,99,24,,0,unknown,0
42,blue-collar,married,secondary,no,117,yes,no,147,1,,0,unknown,0
34,self-employed,single,tertiary,no,5462,no,no,430,1,,0,unknown,1
25,services,single,secondary,no,402,no,yes,264,1,,0,unknown,0
40,technician,single,secondary,no,641,no,no,156,6,,0,unknown,0
43,management,divorced,tertiary,no,36,no,no,118,1,102,2,failure,0
55,unemployed,married,tertiary,no,383,no,no,343,3,,0,unknown,0
50,blue-collar,married,secondary,no,283,yes,no,226,3,,0,unknown,0
45,management,divorced,tertiary,no,0,no,no,5,1,,0,unknown,0
35,blue-collar,divorced,secondary,no,3102,yes,no,138,1,,0,unknown,0
32,blue-collar,married,secondary,no,889,yes,no,185,1,99,5,success,1
59,housemaid,married,secondary,no,0,no,no,722,1,99,4,failure,0
34,self-employed,married,secondary,no,-370,yes,no,748,1,,0,unknown,0
39,management,married,tertiary,no,-606,yes,no,142,1,,0,unknown,0
40,management,single,secondary,no,10378,yes,no,523,3,,0,unknown,0
36,blue-collar,single,primary,no,1313,yes,no,8,10,,0,unknown,0
40,management,married,tertiary,no,8969,yes,no,153,1,,0,unknown,0
55,self-employed,married,secondary,no,-196,yes,no,210,2,,0,unknown,0
38,entrepreneur,married,secondary,yes,15,yes,no,121,1,,0,unknown,0
61,admin.,married,secondary,no,4608,no,no,212,1,,0,unknown,1
41,management,married,tertiary,no,666,yes,no,253,3,,0,unknown,0
57,blue-collar,married,primary,no,452,yes,no,139,4,,0,unknown,0
48,blue-collar,married,secondary,no,149,yes,no,71,1,,0,unknown,0
77,retired,married,tertiary,no,7802,no,no,421,1,92,2,success,1
35,services,married,secondary,no,1453,yes,no,199,1,,0,unknown,0
54,blue-collar,married,secondary,no,1480,yes,no,108,1,,0,unknown,0
37,management,single,unknown,no,715,yes,no,247,2,,0,unknown,0
56,management,single,secondary,no,237,yes,no,236,4,,0,unknown,0
40,technician,married,secondary,no,694,yes,no,97,4,196,5,failure,0
40,management,married,tertiary,no,0,no,no,109,8,,0,unknown,0
54,management,married,tertiary,no,55,yes,no,112,2,,0,unknown,0
55,housemaid,married,primary,no,136,yes,no,15,10,,0,unknown,0
55,services,divorced,secondary,yes,-404,yes,no,502,3,,0,unknown,0
52,blue-collar,married,primary,no,779,yes,no,30,3,,0,unknown,0
55,blue-collar,single,primary,no,1187,yes,no,193,2,,0,unknown,0
33,management,married,tertiary,no,641,yes,no,347,2,,0,unknown,0
52,blue-collar,married,unknown,no,826,yes,no,468,2,,0,unknown,0
33,services,divorced,secondary,no,991,yes,no,148,1,,0,unknown,0
53,admin.,married,secondary,no,1796,no,no,295,1,91,2,success,1
46,admin.,married,secondary,no,22,no,no,388,6,,0,unknown,1
44,technician,single,secondary,no,244,yes,no,1735,4,,0,unknown,1
48,management,divorced,tertiary,no,1328,yes,no,339,1,,0,unknown,0
50,housemaid,married,secondary,no,7317,yes,no,172,1,370,1,failure,0
34,technician,single,secondary,no,4943,yes,yes,117,2,,0,unknown,0
38,technician,single,secondary,no,258,no,yes,587,2,,0,unknown,0
42,management,single,tertiary,no,515,yes,no,501,2,,0,unknown,0
32,management,single,tertiary,no,12607,no,no,203,5,84,1,failure,0
58,admin.,married,secondary,no,2,yes,yes,282,9,,0,unknown,0
31,management,married,tertiary,no,13,no,no,110,5,,0,unknown,0
19,student,single,primary,no,103,no,no,104,2,,0,unknown,1
41,management,married,tertiary,no,3872,no,no,231,1,,0,unknown,0
31,unemployed,married,secondary,no,296,yes,no,378,3,,0,unknown,0
52,self-employed,single,primary,no,217,no,yes,193,6,,0,unknown,0
42,self-employed,divorced,tertiary,no,360,yes,no,110,5,,0,unknown,0
41,blue-collar,single,secondary,no,428,yes,no,92,1,,0,unknown,0
30,blue-collar,single,secondary,no,315,no,no,1407,1,,0,unknown,1
38,blue-collar,married,secondary,no,121,yes,yes,168,1,212,2,failure,0
32,management,married,tertiary,no,820,yes,no,738,3,,0,unknown,0
52,technician,married,secondary,no,195,yes,no,220,1,63,5,failure,1
48,management,divorced,tertiary,no,108,yes,no,89,2,,0,unknown,0
36,management,married,tertiary,no,-381,yes,no,30,29,,0,unknown,0
45,unemployed,divorced,primary,no,757,no,no,103,1,325,4,failure,0
34,technician,married,tertiary,no,691,yes,yes,70,1,,0,unknown,0
36,blue-collar,married,primary,no,1925,yes,no,904,2,,0,unknown,1
34,management,married,tertiary,no,902,yes,no,159,1,367,2,other,0
61,retired,married,secondary,no,5207,no,no,336,1,81,2,other,0
54,services,married,secondary,no,0,no,no,220,1,,0,unknown,0
50,entrepreneur,married,secondary,no,665,no,no,238,1,,0,unknown,0
43,admin.,divorced,secondary,no,738,yes,no,585,4,191,4,failure,0
47,blue-collar,married,primary,no,233,no,no,293,3,,0,unknown,0
45,services,married,secondary,no,-839,yes,no,68,1,,0,unknown,0
57,retired,married,primary,no,5799,no,no,97,1,,0,unknown,0
27,admin.,married,secondary,no,1033,yes,no,1713,1,,0,unknown,0
49,unemployed,divorced,secondary,no,66,no,no,218,3,,0,unknown,0
43,services,married,primary,no,2567,yes,no,109,1,360,2,failure,0
40,management,married,tertiary,no,1584,yes,no,661,1,,0,unknown,0
32,services,single,secondary,no,182,yes,no,145,1,,0,unknown,0
58,management,married,primary,no,76,yes,no,54,4,,0,unknown,0
34,admin.,single,secondary,no,663,yes,no,111,1,,0,unknown,0
46,technician,divorced,secondary,no,3455,yes,no,566,2,,0,unknown,0
29,blue-collar,married,secondary,no,15,no,no,136,1,,0,unknown,0
52,blue-collar,married,primary,no,1054,no,no,273,1,,0,unknown,0
45,management,married,tertiary,no,1529,no,no,160,1,,0,unknown,0
26,management,single,secondary,no,63,no,no,76,4,,0,unknown,0
40,technician,married,tertiary,no,0,no,no,44,1,,0,unknown,0
41,admin.,married,secondary,no,920,yes,yes,239,1,,0,unknown,0
47,admin.,single,secondary,no,3696,no,no,250,2,181,4,success,1
27,technician,single,unknown,no,59,no,no,792,4,,0,unknown,0
27,services,married,secondary,no,0,yes,no,198,13,,0,unknown,0
48,blue-collar,married,secondary,no,157,yes,no,73,1,,0,unknown,0
49,admin.,married,secondary,no,2465,no,no,157,3,,0,unknown,0
35,blue-collar,married,primary,no,0,yes,no,90,6,,0,unknown,0
47,self-employed,married,secondary,yes,2,no,no,236,2,,0,unknown,0
54,management,married,tertiary,no,0,no,no,118,5,,0,unknown,0
39,management,single,tertiary,no,12437,no,no,40,1,,0,unknown,0
28,student,single,secondary,no,378,yes,no,346,1,,0,unknown,0
54,blue-collar,married,primary,no,211,no,no,200,2,,0,unknown,0
34,technician,married,secondary,no,-228,yes,no,187,3,332,3,other,0
63,retired,married,secondary,no,2747,no,no,113,1,80,1,failure,0
42,self-employed,married,tertiary,no,1932,yes,no,192,32,,0,unknown,0
43,technician,single,secondary,no,11269,no,no,92,1,,0,unknown,0
37,admin.,married,secondary,no,1314,yes,no,682,2,85,7,success,0
55,blue-collar,married,primary,no,2275,no,no,139,9,,0,unknown,0
43,management,single,tertiary,no,1304,no,no,501,2,,0,unknown,1
41,blue-collar,married,secondary,yes,720,no,yes,651,1,,0,unknown,1
47,technician,divorced,secondary,no,2914,yes,no,405,13,,0,unknown,0
34,technician,married,secondary,no,1464,yes,no,350,1,,0,unknown,0
28,student,single,secondary,no,11555,no,no,125,2,,0,unknown,0
36,services,married,secondary,no,-302,yes,no,36,2,,0,unknown,0
50,technician,married,secondary,no,2497,yes,no,35,1,176,1,failure,0
35,blue-collar,married,secondary,no,-339,yes,no,389,2,,0,unknown,0
40,technician,married,secondary,no,56,yes,yes,194,1,247,1,failure,0
26,self-employed,single,tertiary,no,211,no,no,168,3,,0,unknown,0
36,management,divorced,tertiary,no,3611,yes,no,347,3,,0,unknown,0
59,unemployed,married,primary,no,0,no,no,3025,2,,0,unknown,0
28,student,single,secondary,no,459,no,no,83,13,,0,unknown,0
46,entrepreneur,married,unknown,no,242,yes,no,332,2,,0,unknown,0
50,self-employed,married,secondary,no,1138,no,no,219,10,,0,unknown,0
53,management,married,tertiary,no,1319,yes,no,427,1,150,1,failure,0
81,retired,married,secondary,no,1,no,no,65,5,,0,unknown,0
35,services,divorced,secondary,no,67,yes,no,192,2,,0,unknown,0
58,retired,married,unknown,no,937,no,no,155,1,,0,unknown,0
44,services,married,secondary,no,0,yes,yes,161,1,,0,unknown,0
38,management,married,tertiary,no,-558,yes,no,533,1,,0,unknown,0
49,blue-collar,married,secondary,no,171,no,no,19,3,175,2,other,0
33,technician,single,tertiary,no,696,no,yes,193,1,176,8,failure,0
29,management,married,tertiary,no,361,yes,yes,819,3,,0,unknown,0
28,technician,single,secondary,no,227,no,no,278,1,,0,unknown,1
31,admin.,married,secondary,no,236,yes,yes,211,3,,0,unknown,0
33,management,single,tertiary,no,-53,no,no,617,2,,0,unknown,0
52,technician,married,secondary,no,192,yes,no,61,2,,0,unknown,0
43,management,divorced,tertiary,no,38,yes,no,197,6,,0,unknown,0
32,self-employed,single,secondary,no,518,yes,no,34,7,,0,unknown,0
36,self-employed,married,tertiary,no,16,yes,yes,95,4,,0,unknown,0
41,blue-collar,married,secondary,no,-256,yes,no,147,2,,0,unknown,0
43,blue-collar,married,secondary,no,105,no,yes,668,2,,0,unknown,0
45,self-employed,married,tertiary,no,334,no,no,87,2,,0,unknown,0
39,technician,married,secondary,no,1048,no,yes,405,1,,0,unknown,0
41,services,married,secondary,no,108,yes,yes,83,7,,0,unknown,0
31,technician,married,secondary,no,660,no,no,115,1,,0,unknown,0
37,unemployed,single,tertiary,yes,0,yes,no,108,1,,0,unknown,0
28,entrepreneur,married,unknown,no,1034,no,no,113,1,,0,unknown,0
47,housemaid,married,primary,no,201,yes,no,58,2,382,1,failure,0
37,housemaid,married,primary,no,189,no,no,148,4,,0,unknown,0
60,retired,divorced,unknown,no,-49,yes,no,188,1,261,2,failure,0
43,technician,divorced,secondary,no,1413,yes,no,75,3,,0,unknown,0
58,retired,divorced,tertiary,no,264,yes,yes,523,3,,0,unknown,0
52,entrepreneur,married,tertiary,no,54,yes,yes,103,1,,0,unknown,0
50,blue-collar,married,primary,no,12519,yes,no,146,2,147,4,success,0
32,services,single,secondary,no,2881,no,no,356,1,,0,unknown,1
42,blue-collar,married,primary,no,0,yes,no,71,1,,0,unknown,0
31,admin.,married,secondary,no,88,yes,yes,189,2,,0,unknown,0
28,blue-collar,married,secondary,no,1020,yes,no,251,1,,0,unknown,0
36,technician,divorced,tertiary,no,119,no,no,127,8,,0,unknown,0
51,unemployed,single,tertiary,no,1594,no,no,197,1,,0,unknown,0
46,technician,married,tertiary,no,342,yes,yes,84,1,,0,unknown,0
50,services,single,secondary,no,72,no,no,141,2,,0,unknown,0
32,blue-collar,married,secondary,no,14,yes,no,171,1,,0,unknown,0
26,entrepreneur,single,tertiary,no,81,no,no,262,3,,0,unknown,0
41,self-employed,married,tertiary,no,231,no,no,352,2,,0,unknown,1
39,technician,married,tertiary,no,1161,yes,no,236,1,336,1,failure,0
31,blue-collar,married,secondary,no,-45,yes,no,184,1,,0,unknown,0
28,management,single,tertiary,no,231,yes,yes,568,2,,0,unknown,0
31,management,single,secondary,no,36,no,no,105,2,,0,unknown,0
30,technician,married,tertiary,no,1570,yes,no,260,1,,0,unknown,0
35,technician,married,tertiary,no,7050,no,no,222,3,182,4,success,1
33,blue-collar,married,primary,no,3704,yes,no,447,2,,0,unknown,0
30,technician,single,tertiary,no,6619,yes,no,239,8,,0,unknown,0
32,blue-collar,single,secondary,no,-84,yes,no,426,1,,0,unknown,0
40,management,single,tertiary,no,1509,no,no,333,1,58,3,failure,0
31,self-employed,married,tertiary,no,1134,no,no,174,2,,0,unknown,0
36,technician,married,secondary,no,146,yes,yes,284,2,,0,unknown,0
33,management,single,tertiary,no,9449,yes,no,428,1,,0,unknown,0
57,retired,married,secondary,no,374,yes,yes,236,1,,0,unknown,0
45,technician,married,secondary,no,88,no,no,150,2,,0,unknown,0
59,management,married,tertiary,no,2764,no,no,237,1,206,2,failure,0
30,management,single,tertiary,no,2,yes,yes,1031,8,,0,unknown,1
33,technician,married,tertiary,no,8023,no,no,107,1,105,3,failure,0
52,blue-collar,married,secondary,no,289,yes,no,45,13,,0,unknown,0
83,retired,married,secondary,no,0,no,no,140,10,,0,unknown,0
58,self-employed,divorced,tertiary,no,1382,no,no,700,1,,0,unknown,1
33,management,divorced,tertiary,yes,280,no,yes,155,1,,0,unknown,0
41,blue-collar,divorced,primary,no,2195,yes,no,211,5,,0,unknown,0
31,self-employed,married,secondary,no,33,no,no,165,4,,0,unknown,0
35,blue-collar,divorced,secondary,no,275,no,yes,144,5,,0,unknown,0
27,management,single,tertiary,no,703,yes,no,590,3,,0,unknown,1
57,admin.,divorced,unknown,no,887,no,no,43,8,,0,unknown,0
56,unknown,married,unknown,no,0,no,no,471,2,,0,unknown,0
53,admin.,single,secondary,no,1178,yes,no,295,2,,0,unknown,0
39,management,married,tertiary,no,2763,yes,no,526,2,,0,unknown,1
32,entrepreneur,single,tertiary,no,890,yes,yes,27,10,,0,unknown,0
46,self-employed,married,secondary,no,548,no,no,1181,4,,0,unknown,1
56,technician,married,tertiary,no,272,no,no,103,2,,0,unknown,0
46,management,divorced,tertiary,no,6269,yes,no,249,3,112,2,failure,0
29,entrepreneur,married,secondary,no,178,yes,no,231,4,,0,unknown,0
60,management,married,primary,no,252,yes,yes,123,2,147,3,failure,0
33,housemaid,single,tertiary,no,23663,yes,no,199,2,146,2,failure,0
27,entrepreneur,single,tertiary,no,81,no,no,197,1,199,3,failure,0
50,self-employed,divorced,tertiary,no,59,yes,no,67,2,,0,unknown,0
45,services,married,secondary,no,1343,no,yes,220,1,,0,unknown,0
58,retired,married,secondary,no,225,no,no,122,6,,0,unknown,0
59,retired,married,primary,no,0,yes,no,104,7,,0,unknown,0
58,retired,divorced,primary,no,2538,yes,no,307,6,,0,unknown,0
64,retired,married,primary,no,43,no,no,117,1,91,1,success,0
47,technician,married,secondary,no,57,no,no,253,1,342,1,success,0
40,management,married,tertiary,no,-117,yes,no,770,2,,0,unknown,0
36,technician,divorced,secondary,no,666,yes,yes,190,1,133,1,other,0
28,management,single,tertiary,no,0,yes,no,767,5,,0,unknown,1
38,technician,single,tertiary,no,25,yes,no,232,2,,0,unknown,1
53,entrepreneur,married,primary,no,1034,yes,no,854,2,170,3,other,0
46,blue-collar,single,secondary,no,324,yes,no,293,6,,0,unknown,0
54,technician,married,secondary,no,0,no,no,986,1,94,8,failure,0
32,management,married,tertiary,no,0,no,no,66,1,,0,unknown,0
55,management,married,primary,no,621,no,yes,114,1,208,1,failure,0
55,retired,divorced,secondary,no,138,no,no,205,1,,0,unknown,0
56,technician,married,secondary,no,4063,no,yes,31,4,,0,unknown,0
40,blue-collar,married,secondary,no,11084,no,no,113,1,,0,unknown,0
44,technician,married,secondary,no,310,yes,no,200,1,253,1,failure,0
32,entrepreneur,married,unknown,no,73,yes,no,158,1,135,1,failure,0
33,management,married,tertiary,no,1808,yes,no,99,4,,0,unknown,0
41,unemployed,divorced,secondary,no,1281,no,no,45,3,,0,unknown,0
37,technician,married,secondary,no,64,yes,no,239,4,278,2,other,0
58,management,single,tertiary,no,2,yes,no,168,3,,0,unknown,0
52,blue-collar,married,secondary,no,60,no,yes,196,2,,0,unknown,0
49,services,single,secondary,no,133,no,no,319,6,,0,unknown,0
44,housemaid,married,primary,no,3706,no,no,209,3,,0,unknown,0
28,admin.,single,unknown,no,174,no,no,184,1,,0,unknown,0
31,technician,married,secondary,no,251,no,yes,156,2,,0,unknown,0
37,self-employed,married,secondary,no,4153,yes,no,35,16,,0,unknown,0
30,technician,single,tertiary,no,985,yes,no,88,2,,0,unknown,0
28,services,single,secondary,no,168,no,no,347,3,140,2,success,1
46,services,married,secondary,no,1550,yes,no,126,2,149,8,failure,0
47,management,married,tertiary,no,7708,yes,no,157,5,,0,unknown,0
35,blue-collar,married,primary,no,-12,yes,no,212,5,,0,unknown,0
80,management,married,primary,no,6483,no,no,123,1,,0,unknown,0
30,technician,single,tertiary,no,60,yes,yes,306,5,,0,unknown,0
55,technician,single,secondary,no,3339,yes,no,63,1,,0,unknown,0
